2000,1,2,2000.0041,368.89,7,367.99,353.64,88.90
2012,6,17,2012.4604,395.77,7,393.81,375.57,113.70
2012,6,24,2012.4795,395.45,6,393.77,375.45,113.79
2012,7,1,2012.4986,395.15,6,393.67,374.98,113.93
2012,7,8,2012.5178,394.56,6,393.48,374.58,113.80
2012,7,15,2012.5369,394.66,7,391.92,374.09,114.37
2012,7,22,2012.5560,394.28,4,392.02,373.35,114.49
2012,7,29,2012.5751,393.62,7,391.52,373.51,114.35
2012,8,5,2012.5943,393.43,6,390.90,372.62,114.67
2012,8,12,2012.6134,392.71,7,390.34,371.63,114.45
2012,8,19,2012.6325,391.57,7,389.85,371.62,113.81
2012,8,26,2012.6516,391.99,7,389.46,370.95,114.67
2012,9,2,2012.6708,392.06,6,389.29,370.39,115.13
2012,9,9,2012.6899,391.10,6,389.34,371.81,114.48
2012,9,16,2012.7090,390.99,7,389.36,370.93,114.58
2012,9,23,2012.7281,391.09,6,388.86,370.69,114.79
2012,9,30,2012.7473,391.02,7,389.01,370.00,114.73
2012,10,7,2012.7664,391.18,6,388.91,370.30,114.79
2012,10,14,2012.7855,391.12,6,389.24,371.40,114.53
2012,10,21,2012.8046,391.56,6,389.43,370.68,114.71
2012,10,28,2012.8238,391.78,6,389.78,371.48,114.61
2012,11,4,2012.8429,392.52,7,389.82,372.16,114.99
2012,11,11,2012.8620,393.48,7,390.66,372.05,115.59
2012,11,18,2012.8811,393.39,7,390.70,373.03,115.13
2012,11,25,2012.9003,393.93,7,391.27,372.88,115.33
2012,12,2,2012.9194,393.88,6,391.44,373.45,114.96
2012,12,9,2012.9385,394.62,7,392.08,373.68,115.40
2012,12,16,2012.9577,394.75,7,392.81,373.90,115.28
2012,12,23,2012.9768,395.06,6,392.36,374.66,115.36
2012,12,30,2012.9959,394.72,6,393.06,374.83,114.89
2013,1,6,2013.0151,395.60,6,393.10,374.82,115.58
2013,1,13,2013.0342,396.21,6,393.54,375.18,116.03
2013,1,20,2013.0534,396.01,7,393.55,375.16,115.68
2013,1,27,2013.0726,395.99,7,393.34,375.55,115.53
2013,2,3,2013.0918,396.86,6,393.94,375.33,116.28
2013,2,10,2013.1110,397.20,6,393.51,375.45,116.49
2013,2,17,2013.1301,397.37,7,394.68,376.59,116.52
2013,2,24,2013.1493,396.96,6,394.34,376.10,115.95
2013,3,3,2013.1685,397.88,6,393.97,376.48,116.67
2013,3,10,2013.1877,397.17,7,394.17,376.44,115.73
2013,3,17,2013.2068,397.58,7,394.91,376.38,115.86
2013,3,24,2013.2260,398.19,7,395.41,377.25,116.17
2013,3,31,2013.2452,398.30,6,395.44,377.03,115.96
2013,4,7,2013.2644,398.00,7,396.75,377.37,115.34
2013,4,14,2013.2836,398.19,2,396.24,378.26,115.23
2013,4,21,2013.3027,399.44,6,396.84,378.62,116.23
2013,4,28,2013.3219,399.76,6,397.01,378.72,116.38
2013,5,5,2013.3411,399.75,6,397.27,378.15,116.28
2013,5,12,2013.3603,399.98,5,397.36,378.60,116.51
2013,5,19,2013.3795,400.17,7,396.25,379.44,116.80
2013,5,26,2013.3986,400.12,7,396.64,378.73,116.94
2013,6,2,2013.4178,399.40,7,395.87,378.75,116.49
2013,6,9,2013.4370,398.80,6,396.50,378.60,116.22
2013,6,16,2013.4562,398.33,7,395.79,378.28,116.14
2013,6,23,2013.4753,398.84,4,395.73,378.41,117.07
2013,6,30,2013.4945,398.43,5,394.99,377.47,117.11
2013,7,7,2013.5137,397.93,4,394.70,376.92,117.08
2013,7,14,2013.5329,397.27,4,394.55,377.34,116.91
2013,7,21,2013.5521,397.01,6,394.43,376.49,117.16
2013,7,28,2013.5712,396.87,6,393.66,376.04,117.55
2013,8,4,2013.5904,395.86,6,393.55,374.97,117.08
2013,8,11,2013.6096,395.32,6,392.78,375.04,117.07
2013,8,18,2013.6288,395.34,5,391.66,374.06,117.60
2013,8,25,2013.6479,394.42,7,392.01,373.61,117.14
2013,9,1,2013.6671,394.05,7,392.12,373.48,117.18
2013,9,8,2013.6863,393.59,6,391.20,373.18,117.03
2013,9,15,2013.7055,393.73,5,390.94,373.11,117.39
2013,9,22,2013.7247,393.58,6,391.13,373.54,117.34
2013,9,29,2013.7438,393.52,7,390.99,373.42,117.27
2013,10,6,2013.7630,393.55,7,391.24,373.06,117.18
2013,10,13,2013.7822,393.88,4,391.03,372.91,117.31
2013,10,20,2013.8014,394.19,7,391.56,373.70,117.34
2013,10,27,2013.8205,394.44,7,391.65,373.58,117.26
2013,11,3,2013.8397,394.67,7,392.37,374.10,117.14
2013,11,10,2013.8589,395.73,7,393.36,374.77,117.85
2013,11,17,2013.8781,395.07,7,393.47,375.26,116.84
2013,11,24,2013.8973,396.20,7,393.84,375.36,117.64
2013,12,1,2013.9164,396.46,7,393.79,375.52,117.60
2013,12,8,2013.9356,396.33,7,394.55,376.20,117.19
2013,12,15,2013.9548,397.61,6,394.81,376.38,118.23
2013,12,22,2013.9740,397.46,7,395.00,376.34,117.85
2013,12,29,2013.9932,397.60,7,394.72,376.53,117.67
2014,1,5,2014.0123,398.41,7,395.60,376.53,118.29
2014,1,12,2014.0315,397.93,7,396.23,377.17,117.65
2014,1,19,2014.0507,398.15,7,396.09,377.38,117.73
2014,1,26,2014.0699,398.02,7,395.95,378.20,117.49
2014,2,2,2014.0890,398.16,7,396.71,378.04,117.53
2014,2,9,2014.1082,398.06,7,396.96,378.65,117.34
2014,2,16,2014.1274,398.27,6,397.49,377.61,117.45
2014,2,23,2014.1466,398.47,7,397.04,377.92,117.51
2014,3,2,2014.1658,398.64,5,397.83,378.42,117.50
2014,3,9,2014.1849,400.07,6,397.09,378.94,118.71
2014,3,16,2014.2041,401.36,3,397.47,379.55,119.72
2014,3,23,2014.2233,400.30,5,398.18,378.71,118.35
2014,3,30,2014.2425,400.80,7,398.40,379.90,118.51
2014,4,6,2014.2616,401.29,7,398.09,380.59,118.67
2014,4,13,2014.2808,401.72,5,397.38,380.82,118.78
2014,4,20,2014.3000,401.77,7,399.22,380.81,118.57
2014,4,27,2014.3192,401.92,6,399.80,380.54,118.53
2014,5,4,2014.3384,401.90,3,399.82,381.17,118.41
2014,5,11,2014.3575,401.91,2,399.92,380.72,118.42
2014,5,18,2014.3767,401.93,7,400.16,380.47,118.53
2014,5,25,2014.3959,402.00,7,400.29,381.20,118.77
2014,6,1,2014.4151,401.99,7,399.43,379.96,119.03
2014,6,8,2014.4342,401.68,6,398.79,380.38,119.04
2014,6,15,2014.4534,401.21,7,398.44,380.23,118.94
2014,6,22,2014.4726,401.12,6,398.67,379.55,119.26
2014,6,29,2014.4918,400.40,7,398.50,379.17,118.97
2014,7,6,2014.5110,400.00,7,397.93,378.49,119.05
2014,7,13,2014.5301,398.98,5,397.27,378.00,118.52
2014,7,20,2014.5493,398.97,5,396.86,376.76,119.02
2014,7,27,2014.5685,397.58,5,396.98,376.52,118.17
2014,8,3,2014.5877,397.94,4,396.12,376.91,119.07
2014,8,10,2014.6068,397.38,5,395.38,376.27,119.06
2014,8,17,2014.6260,397.03,5,395.35,375.91,119.23
2014,8,24,2014.6452,396.38,5,394.55,376.59,119.06
2014,8,31,2014.6644,396.50,4,394.14,374.18,119.61
2014,9,7,2014.6836,395.19,6,393.62,374.57,118.63
2014,9,14,2014.7027,395.26,3,393.66,374.42,118.94
2014,9,21,2014.7219,395.60,6,393.55,374.55,119.41
2014,9,28,2014.7411,395.47,6,393.51,374.34,119.30
2014,10,5,2014.7603,395.72,7,393.59,374.24,119.45
2014,10,12,2014.7795,395.79,5,393.76,374.41,119.34
2014,10,19,2014.7986,396.00,5,394.14,374.80,119.29
2014,10,26,2014.8178,397.60,5,394.40,375.22,120.57
2014,11,2,2014.8370,396.90,7,394.66,375.52,119.53
2014,11,9,2014.8562,397.33,6,395.72,375.61,119.60
2014,11,16,2014.8753,397.43,7,394.93,377.12,119.33
2014,11,23,2014.8945,398.02,5,396.13,376.93,119.57
2014,11,30,2014.9137,398.34,7,396.40,377.06,119.55
2014,12,7,2014.9329,399.28,5,396.35,377.70,120.17
2014,12,14,2014.9521,399.28,7,397.43,377.50,119.87
2014,12,21,2014.9712,399.11,7,397.44,377.95,119.44
2014,12,28,2014.9904,400.03,7,397.55,378.07,120.13
2015,1,4,2015.0096,400.05,7,398.47,378.31,119.98
2015,1,11,2015.0288,400.36,6,397.70,378.65,120.13
2015,1,18,2015.0479,399.70,7,398.32,378.55,119.34
2015,1,25,2015.0671,400.39,7,397.99,378.94,119.91
2015,2,1,2015.0863,400.44,7,398.15,379.54,119.85
2015,2,8,2015.1055,400.14,7,398.08,379.39,119.46
2015,2,15,2015.1247,400.11,7,398.21,379.98,119.31
2015,2,22,2015.1438,401.53,7,398.63,380.44,120.61
2015,3,1,2015.1630,401.48,4,398.36,381.40,120.38
2015,3,8,2015.1822,402.23,6,399.88,380.46,120.93
2015,3,15,2015.2014,400.97,6,401.01,381.48,119.41
2015,3,22,2015.2205,401.97,7,400.34,380.11,120.11
2015,3,29,2015.2397,402.00,5,400.69,382.33,119.80
2015,4,5,2015.2589,403.39,4,401.34,382.53,120.85
2015,4,12,2015.2781,404.23,6,401.51,382.25,121.35
2015,4,19,2015.2973,403.27,7,401.69,382.46,120.09
2015,4,26,2015.3164,403.99,7,401.95,382.97,120.60
2015,5,3,2015.3356,404.33,6,401.94,381.81,120.80
2015,5,10,2015.3548,404.16,7,401.49,382.30,120.60
2015,5,17,2015.3740,404.16,7,402.08,382.91,120.67
2015,5,24,2015.3932,403.99,7,401.79,383.15,120.68
2015,5,31,2015.4123,403.37,6,402.11,382.99,120.33
2015,6,7,2015.4315,403.41,7,401.54,382.74,120.70
2015,6,14,2015.4507,402.56,7,401.49,382.58,120.24
2015,6,21,2015.4699,402.88,7,401.18,382.06,121.00
2015,6,28,2015.4890,402.33,7,400.47,381.47,120.91
2015,7,5,2015.5082,401.90,6,400.02,381.10,120.96
2015,7,12,2015.5274,401.57,5,399.32,381.28,121.12
2015,7,19,2015.5466,401.43,3,398.74,380.85,121.49
2015,7,26,2015.5658,400.38,7,397.93,380.26,120.95
2015,8,2,2015.5849,398.54,6,397.84,379.81,119.64
2015,8,9,2015.6041,399.37,6,397.37,379.23,121.01
2015,8,16,2015.6233,399.32,6,397.12,378.93,121.48
2015,8,23,2015.6425,399.04,7,396.50,378.10,121.68
2015,8,30,2015.6616,398.68,7,396.48,378.07,121.76
2015,9,6,2015.6808,397.96,6,395.25,377.35,121.40
2015,9,13,2015.7000,397.43,4,395.16,376.44,121.12
2015,9,20,2015.7192,397.52,7,395.65,376.45,121.36
2015,9,27,2015.7384,397.41,5,395.46,376.69,121.27
2015,10,4,2015.7575,398.56,7,395.75,376.87,122.33
2015,10,11,2015.7767,398.37,6,395.75,377.10,121.94
2015,10,18,2015.7959,398.71,6,395.98,-999.99,122.00
2015,10,25,2015.8151,398.68,7,397.41,377.70,121.63
2015,11,1,2015.8342,399.26,6,396.90,378.03,121.84
2015,11,8,2015.8534,400.22,5,397.22,378.14,122.41
2015,11,15,2015.8726,400.55,6,397.52,379.05,122.37
2015,11,22,2015.8918,400.58,7,397.86,378.78,122.04
2015,11,29,2015.9110,401.00,7,398.28,379.22,122.14
2015,12,6,2015.9301,401.52,6,399.18,380.12,122.36
2015,12,13,2015.9493,402.55,7,399.26,380.41,123.13
2015,12,20,2015.9685,402.81,7,399.16,380.44,123.16
2015,12,27,2015.9877,402.28,7,399.79,380.74,122.42
2016,1,3,2016.0068,402.32,5,400.09,381.37,122.30
2016,1,10,2016.0260,402.65,5,400.32,381.50,122.44
2016,1,17,2016.0451,402.78,7,399.70,381.74,122.40
2016,1,24,2016.0642,403.33,7,400.25,381.84,122.80
2016,1,31,2016.0833,404.75,5,400.42,381.97,124.09
2016,2,7,2016.1025,403.98,5,400.26,382.56,123.21
2016,2,14,2016.1216,403.85,7,400.04,382.60,122.97
2016,2,21,2016.1407,404.59,7,401.45,382.22,123.60
2016,2,28,2016.1598,404.24,7,401.33,382.40,123.12
2016,3,6,2016.1790,404.18,6,402.09,383.09,122.89
2016,3,13,2016.1981,404.97,7,401.23,383.17,123.47
2016,3,20,2016.2172,405.85,5,401.65,382.92,124.09
2016,3,27,2016.2363,405.64,7,402.39,382.63,123.58
2016,4,3,2016.2555,406.78,4,402.96,384.61,124.39
2016,4,10,2016.2746,408.91,6,404.35,384.89,126.18
2016,4,17,2016.2937,407.64,7,403.40,385.01,124.58
2016,4,24,2016.3128,407.90,5,403.84,384.92,124.57
2016,5,1,2016.3320,407.73,7,404.29,385.20,124.21
2016,5,8,2016.3511,408.05,7,404.05,385.19,124.44
2016,5,15,2016.3702,407.49,7,404.26,385.51,123.89
2016,5,22,2016.3893,408.51,6,403.97,385.10,125.04
2016,5,29,2016.4085,407.64,5,403.54,384.84,124.41
2016,6,5,2016.4276,407.04,7,403.46,384.33,124.14
2016,6,12,2016.4467,407.39,6,402.59,384.42,124.88
2016,6,19,2016.4658,406.85,6,402.96,384.05,124.80
2016,6,26,2016.4850,406.17,5,402.29,383.52,124.60
2016,7,3,2016.5041,405.75,6,401.95,383.31,124.68
2016,7,10,2016.5232,404.68,6,401.84,382.97,124.14
2016,7,17,2016.5423,403.59,7,401.14,381.98,123.57
2016,7,24,2016.5615,404.04,7,400.60,382.26,124.55
2016,7,31,2016.5806,403.68,6,398.61,381.40,124.71
2016,8,7,2016.5997,403.08,5,399.43,380.99,124.65
2016,8,14,2016.6189,402.05,4,399.28,380.39,124.13
2016,8,21,2016.6380,402.11,7,399.15,380.05,124.67
2016,8,28,2016.6571,401.16,5,398.68,379.51,124.16
2016,9,4,2016.6762,401.18,6,398.10,378.91,124.56
2016,9,11,2016.6954,401.47,6,397.49,379.29,125.12
2016,9,18,2016.7145,401.08,7,397.50,378.82,124.90
2016,9,25,2016.7336,400.94,5,397.46,379.17,124.81
2016,10,2,2016.7527,401.13,7,398.69,379.06,124.94
2016,10,9,2016.7719,401.78,6,398.22,379.07,125.42
2016,10,16,2016.7910,401.86,7,398.68,379.12,125.24
2016,10,23,2016.8101,402.35,6,398.70,379.74,125.41
2016,10,30,2016.8292,403.00,7,399.15,379.82,125.70
2016,11,6,2016.8484,403.00,6,399.75,379.99,125.33
2016,11,13,2016.8675,403.79,6,400.80,380.17,125.75
2016,11,20,2016.8866,404.19,7,400.50,380.75,125.80
2016,11,27,2016.9057,404.75,5,400.96,381.49,126.04
2016,12,4,2016.9249,404.09,7,401.46,381.68,125.08
2016,12,11,2016.9440,405.03,6,402.59,382.00,125.75
2016,12,18,2016.9631,404.62,7,402.83,382.32,125.10
2016,12,25,2016.9822,404.96,7,402.30,382.24,125.21
2017,1,1,2017.0014,406.14,7,402.24,382.29,126.11
2017,1,8,2017.0205,406.20,7,402.57,383.14,125.98
2017,1,15,2017.0397,406.41,7,402.80,382.42,126.02
2017,1,22,2017.0589,406.71,4,403.34,384.12,126.18
2017,1,29,2017.0781,406.43,6,404.03,383.83,125.78
2017,2,5,2017.0973,406.26,7,404.60,383.59,125.52
2017,2,12,2017.1164,406.14,7,403.67,385.21,125.31
2017,2,19,2017.1356,407.17,5,404.64,384.69,126.24
2017,2,26,2017.1548,407.60,7,404.30,384.26,126.55
2017,3,5,2017.1740,406.34,2,403.95,383.68,125.13
2017,3,12,2017.1932,407.77,6,404.92,384.61,126.36
2017,3,19,2017.2123,407.02,6,405.72,385.45,125.34
2017,3,26,2017.2315,408.60,7,405.78,386.11,126.61
2017,4,2,2017.2507,407.84,6,406.41,386.04,125.51
2017,4,9,2017.2699,409.03,6,409.03,385.97,126.36
2017,4,16,2017.2890,409.84,6,407.69,387.70,126.84
2017,4,23,2017.3082,410.16,6,407.76,387.08,126.87
2017,4,30,2017.3274,409.39,5,407.88,386.67,125.89
2017,5,7,2017.3466,409.52,7,407.98,386.69,125.90
2017,5,14,2017.3658,410.60,5,407.58,386.53,126.98
2017,5,21,2017.3849,410.20,7,408.36,387.02,126.70
2017,5,28,2017.4041,409.77,7,407.75,387.15,126.48
2017,6,4,2017.4233,409.89,7,406.95,387.04,126.91
2017,6,11,2017.4425,409.63,4,407.46,386.59,127.04
2017,6,18,2017.4616,408.51,6,407.01,385.84,126.36
2017,6,25,2017.4808,407.95,7,406.15,385.39,126.29
2017,7,2,2017.5000,408.28,5,405.83,385.49,127.12
2017,7,9,2017.5192,407.26,7,404.71,385.30,126.63
2017,7,16,2017.5384,407.01,7,403.86,384.22,126.91
2017,7,23,2017.5575,406.93,6,403.83,384.04,127.36
2017,7,30,2017.5767,406.66,6,403.75,382.92,127.64
2017,8,6,2017.5959,405.73,7,403.28,382.68,127.24
2017,8,13,2017.6151,405.39,6,402.10,382.04,127.42
2017,8,20,2017.6342,404.74,7,402.18,382.35,127.25
2017,8,27,2017.6534,404.39,7,401.23,381.76,127.33
2017,9,3,2017.6726,403.89,6,401.20,381.66,127.19
2017,9,10,2017.6918,403.87,7,401.34,380.82,127.46
2017,9,17,2017.7110,403.25,5,401.28,381.05,127.01
2017,9,24,2017.7301,402.95,6,400.92,380.98,126.77
2017,10,1,2017.7493,403.14,6,401.05,381.09,126.93
2017,10,8,2017.7685,403.61,7,401.69,381.11,127.26
2017,10,15,2017.7877,404.14,6,401.86,381.35,127.56
2017,10,22,2017.8068,404.19,6,402.11,381.69,127.32
2017,10,29,2017.8260,404.34,6,403.04,382.00,127.13
2017,11,5,2017.8452,404.44,7,403.11,382.29,126.87
2017,11,12,2017.8644,405.26,7,403.44,382.64,127.33
2017,11,19,2017.8836,406.31,5,404.03,383.24,128.02
2017,11,26,2017.9027,406.52,5,404.95,383.11,127.89
2017,12,3,2017.9219,406.94,7,404.13,383.90,127.99
2017,12,10,2017.9411,406.74,7,404.83,383.96,127.49
2017,12,17,2017.9603,406.99,7,404.74,384.52,127.47
2017,12,24,2017.9795,407.41,7,404.88,384.36,127.64
2017,12,31,2017.9986,407.57,7,405.99,385.01,127.58
2018,1,7,2018.0178,408.33,6,406.26,384.69,128.12
2018,1,14,2018.0370,408.08,7,406.31,386.21,127.68
2018,1,21,2018.0562,408.47,6,406.97,386.48,127.90
2018,1,28,2018.0753,408.07,7,406.25,386.84,127.37
2018,2,4,2018.0945,408.40,7,406.33,386.28,127.59
2018,2,11,2018.1137,408.56,7,406.16,386.17,127.67
2018,2,18,2018.1329,408.65,7,406.99,385.44,127.66
2018,2,25,2018.1521,409.09,7,407.58,385.55,127.99
2018,3,4,2018.1712,410.03,7,406.79,386.18,128.80
2018,3,11,2018.1904,408.91,6,407.77,385.90,127.50
2018,3,18,2018.2096,409.32,7,406.82,386.17,127.68
2018,3,25,2018.2288,410.22,6,408.53,387.00,128.30
2018,4,1,2018.2479,409.39,7,407.93,388.61,127.16
2018,4,8,2018.2671,409.65,4,408.82,386.87,127.08
2018,4,15,2018.2863,411.25,2,409.77,386.80,128.36
2018,4,22,2018.3055,411.88,6,410.18,387.70,128.70
2018,4,29,2018.3247,409.86,5,409.28,387.44,126.46
2018,5,6,2018.3438,411.25,4,409.68,389.01,127.72
2018,5,13,2018.3630,412.07,7,410.37,389.12,128.50
2018,5,20,2018.3822,411.65,5,410.23,389.07,128.17
2018,5,27,2018.4014,411.61,7,409.79,388.87,128.32
2018,6,3,2018.4205,411.14,7,409.96,388.63,128.13
2018,6,10,2018.4397,411.36,7,409.74,387.81,128.72
2018,6,17,2018.4589,410.56,6,408.57,387.94,128.34
2018,6,24,2018.4781,410.76,7,408.11,387.52,129.02
2018,7,1,2018.4973,409.60,5,408.14,-999.99,128.37
2018,7,8,2018.5164,409.35,6,407.24,-999.99,128.64
2018,7,15,2018.5356,408.74,7,407.12,-999.99,128.57
2018,7,22,2018.5548,408.48,7,406.98,386.20,128.85
2018,7,29,2018.5740,407.65,6,406.69,385.30,128.57
2018,8,5,2018.5932,407.42,7,405.75,385.32,128.87
2018,8,12,2018.6123,407.26,7,405.59,384.14,129.23
